,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,credit_limit_bins,Customer_Age_bins,Total_Revolving_Bal_bins,Dependent_count_bins,Months_on_book_bins,Months_Inactive_12_mon_bins,Total_Relationship_Count_bins,Contacts_Count_12_mon_bins,Total_Trans_Amt_bins,Avg_Open_To_Buy_bins,Total_Amt_Chng_Q4_Q1_bins,Total_Ct_Chng_Q4_Q1_bins,Total_Trans_Ct_bins,Avg_Utilization_Ratio_bins
132,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,mid,43 - 57,mid,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
133,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,43 - 57,high,0 - 2,43 - 56,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
134,Existing Customer,M,Doctorate,Single,Less than $40K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
135,Existing Customer,F,Graduate,Single,$40K - $60K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
136,Existing Customer,M,High School,Divorced,$60K - $80K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
137,Existing Customer,M,College,Divorced,$60K - $80K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
138,Existing Customer,F,College,Married,Unknown,Blue,low,57 +,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
139,Existing Customer,F,Post-Graduate,Single,Less than $40K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
140,Attrited Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
141,Existing Customer,M,Unknown,Single,$120K +,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
142,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,mid,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
143,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,57 +,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
144,Attrited Customer,M,College,Single,$60K - $80K,Blue,mid,57 +,low,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
145,Attrited Customer,F,Uneducated,Married,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
146,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,high,10 - 53,0.6 - 1
147,Existing Customer,M,Graduate,Married,$120K +,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
148,Existing Customer,F,Graduate,Married,Unknown,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
149,Existing Customer,M,High School,Married,$80K - $120K,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
150,Existing Customer,M,High School,Single,$80K - $120K,Blue,mid,26 - 42,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
151,Existing Customer,M,Graduate,Married,Unknown,Blue,mid,57 +,mid,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
152,Existing Customer,F,Graduate,Single,$40K - $60K,Silver,mid,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
153,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
154,Existing Customer,F,College,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,high,low -mid,10 - 53,0.3 - 0.6
155,Existing Customer,F,Unknown,Married,$40K - $60K,Blue,low,26 - 42,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
156,Existing Customer,F,High School,Single,$40K - $60K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
157,Existing Customer,M,Doctorate,Married,$120K +,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
158,Existing Customer,F,Uneducated,Married,Unknown,Silver,high,43 - 57,low,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,high,low -mid,high,10 - 53,0 - 0.3
159,Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
160,Existing Customer,M,High School,Married,$80K - $120K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
161,Existing Customer,F,College,Single,Unknown,Blue,low,57 +,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
162,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,mid,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,high,10 - 53,0 - 0.3
163,Existing Customer,F,Unknown,Divorced,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,4 - 6,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
164,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
165,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,43 - 57,high,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
166,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
167,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,57 +,high,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,high,10 - 53,0.6 - 1
168,Attrited Customer,M,Graduate,Single,$80K - $120K,Blue,high,43 - 57,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
169,Existing Customer,M,High School,Married,$60K - $80K,Blue,low,43 - 57,low,3 - 5,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
170,Existing Customer,F,Uneducated,Divorced,Unknown,Blue,mid,43 - 57,high,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
171,Existing Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
172,Attrited Customer,M,Unknown,Married,$80K - $120K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
173,Existing Customer,M,High School,Married,$80K - $120K,Silver,high,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
174,Existing Customer,F,High School,Married,$40K - $60K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
175,Existing Customer,F,Graduate,Divorced,$40K - $60K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
176,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,high,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
177,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,high,low -mid,10 - 53,0.6 - 1
178,Existing Customer,F,Uneducated,Single,$40K - $60K,Silver,mid,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
179,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,low,57 +,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
180,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
181,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
182,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
183,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,low,43 - 57,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
184,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
185,Existing Customer,F,Uneducated,Single,Unknown,Blue,mid,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
186,Existing Customer,M,Post-Graduate,Single,$80K - $120K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
187,Existing Customer,F,College,Single,Less than $40K,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
188,Existing Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
189,Existing Customer,F,Post-Graduate,Married,Unknown,Blue,mid,26 - 42,low,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
190,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,mid,43 - 57,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,high,10 - 53,0 - 0.3
191,Existing Customer,M,Graduate,Unknown,$80K - $120K,Blue,high,43 - 57,low,3 - 5,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
192,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
193,Existing Customer,M,Doctorate,Married,$120K +,Blue,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
194,Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
195,Existing Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
196,Existing Customer,M,High School,Unknown,$120K +,Blue,mid,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
197,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,mid,43 - 57,mid,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
198,Attrited Customer,M,High School,Married,Less than $40K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
199,Existing Customer,M,College,Married,$60K - $80K,Blue,low,57 +,high,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
200,Existing Customer,M,Unknown,Married,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
201,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,low,43 - 57,high,3 - 5,28 - 42,4 - 6,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
202,Existing Customer,M,College,Married,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,28 - 42,4 - 6,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
203,Existing Customer,M,Graduate,Married,$60K - $80K,Silver,high,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
204,Existing Customer,M,Graduate,Married,$60K - $80K,Silver,high,43 - 57,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
205,Existing Customer,F,High School,Divorced,Less than $40K,Silver,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
206,Attrited Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,low,0 - 2,43 - 56,4 - 6,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
207,Attrited Customer,M,Post-Graduate,Married,$60K - $80K,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
208,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
209,Existing Customer,M,College,Married,$120K +,Blue,high,57 +,high,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
210,Existing Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
211,Existing Customer,M,Unknown,Unknown,$80K - $120K,Silver,high,57 +,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
212,Existing Customer,M,Graduate,Married,$120K +,Blue,low,43 - 57,high,3 - 5,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
213,Existing Customer,M,High School,Single,$60K - $80K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
214,Existing Customer,M,High School,Married,$40K - $60K,Blue,mid,43 - 57,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
215,Existing Customer,M,College,Single,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
216,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
217,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
218,Existing Customer,M,High School,Married,$80K - $120K,Blue,high,26 - 42,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
219,Existing Customer,F,Uneducated,Divorced,Less than $40K,Silver,low,43 - 57,high,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,high,low -mid,10 - 53,0 - 0.3
220,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
221,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,57 +,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
222,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,low,43 - 57,high,3 - 5,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
223,Existing Customer,F,Graduate,Divorced,$40K - $60K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
224,Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,low,43 - 57,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
225,Existing Customer,M,High School,Single,$80K - $120K,Blue,high,26 - 42,high,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
226,Existing Customer,M,College,Single,$60K - $80K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
227,Existing Customer,F,Uneducated,Divorced,Less than $40K,Silver,mid,43 - 57,high,0 - 2,28 - 42,4 - 6,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
228,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
229,Existing Customer,M,Graduate,Married,$120K +,Blue,high,43 - 57,mid,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
230,Attrited Customer,F,Uneducated,Married,$40K - $60K,Blue,low,57 +,mid,0 - 2,43 - 56,4 - 6,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
231,Existing Customer,M,Unknown,Married,$80K - $120K,Blue,mid,43 - 57,high,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
232,Existing Customer,M,Graduate,Single,$120K +,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
233,Existing Customer,M,Post-Graduate,Divorced,$80K - $120K,Blue,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
234,Existing Customer,M,College,Single,$60K - $80K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
235,Existing Customer,M,College,Married,$60K - $80K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
236,Attrited Customer,M,Uneducated,Married,$80K - $120K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
237,Existing Customer,M,Graduate,Unknown,$80K - $120K,Blue,high,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
238,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
239,Existing Customer,M,Unknown,Single,$80K - $120K,Blue,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,high,10 - 53,0 - 0.3
240,Attrited Customer,F,Unknown,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
241,Existing Customer,M,High School,Single,$80K - $120K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
242,Attrited Customer,M,College,Married,$40K - $60K,Blue,low,43 - 57,low,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
243,Attrited Customer,F,College,Married,Less than $40K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
244,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
245,Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
246,Existing Customer,F,Doctorate,Single,Unknown,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
247,Attrited Customer,M,High School,Married,$120K +,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
248,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
249,Existing Customer,M,Doctorate,Single,$60K - $80K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
250,Existing Customer,M,Post-Graduate,Single,$120K +,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
251,Existing Customer,M,High School,Married,$40K - $60K,Blue,low,57 +,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
252,Existing Customer,M,Unknown,Unknown,$40K - $60K,Blue,low,43 - 57,low,3 - 5,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
253,Attrited Customer,M,High School,Single,$40K - $60K,Blue,low,57 +,mid,0 - 2,43 - 56,4 - 6,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
254,Existing Customer,M,High School,Married,Less than $40K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
255,Existing Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
256,Existing Customer,M,Unknown,Single,$60K - $80K,Blue,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
257,Existing Customer,M,Uneducated,Single,$120K +,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
258,Existing Customer,F,Uneducated,Single,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
259,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
260,Existing Customer,M,College,Unknown,$80K - $120K,Blue,high,26 - 42,mid,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
261,Attrited Customer,F,Post-Graduate,Married,$40K - $60K,Blue,low,57 +,low,0 - 2,28 - 42,4 - 6,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
262,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
263,Existing Customer,F,Unknown,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
264,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,low,26 - 42,low,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
265,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
