name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Silicon Power SP008GXLYU16ANDA 8 GB,,"[3, 1600]","[2, 4]",,Red,11.25,9.0
Pareema MD316D81611L2 16 GB,,"[3, 1600]","[2, 8]",,Black / Green,13.75,11.0
Klevv Neo 8 GB,,"[3, 1600]","[2, 4]",,Silver,11.25,9.0
Klevv Urbane 16 GB,,"[3, 1866]","[2, 8]",,Silver,9.646,9.0
Klevv Urbane 16 GB,,"[3, 2666]","[2, 8]",,Silver,9.002,12.0
Klevv CRAS 16 GB,,"[4, 2800]","[4, 4]",,Black / Silver,11.429,16.0
Klevv CRAS 32 GB,,"[4, 2666]","[4, 8]",,Black / Silver,11.253,15.0
Klevv CRAS 32 GB,,"[4, 2800]","[4, 8]",,Black / Silver,11.429,16.0
Klevv Genuine 32 GB,,"[3, 2133]","[4, 8]",,Black / Silver,9.376,10.0
Klevv Genuine 32 GB,,"[3, 2400]","[4, 8]",,Black / Silver,9.167,11.0
Klevv Genuine 32 GB,,"[3, 2666]","[4, 8]",,Black / Silver,9.002,12.0
Klevv Neo 32 GB,,"[3, 2400]","[4, 8]",,Silver,9.167,11.0
Klevv Urbane 32 GB,,"[3, 2400]","[4, 8]",,Silver,9.167,11.0
Crucial Ballistix Sport LT 32 GB,,"[4, 2400]","[4, 8]",,Silver,13.333,16.0
Corsair Dominator Platinum 16 GB,,"[4, 3200]","[4, 4]",,Black / Silver,9.375,15.0
Corsair Vengeance LPX 16 GB,,"[4, 3200]","[4, 4]",,Red,9.375,15.0
Crucial CT32G3ERSLQ41067 32 GB,,"[3, 1066]","[1, 32]",,Black,13.133,7.0
Crucial CT3KIT51272BA1067 12 GB,,"[3, 1066]","[3, 4]",,Green,13.133,7.0
Crucial CT8G3ERSLD4160B 8 GB,26.99,"[3, 1600]","[1, 8]",3.374,Green,13.75,11.0
Kingston KVR18R13D4K4/64 64 GB,,"[3, 1866]","[4, 16]",,Green,13.934,13.0
Kingston KVR667D2D4F5/4G 4 GB,,"[2, 667]","[1, 4]",,Black / Silver,14.993,5.0
Kingston KVR16LR11S8K4/16 16 GB,462.0,"[3, 1600]","[4, 4]",28.875,Green,13.75,11.0
Kingston KVR16R11S4/8 8 GB,48.73,"[3, 1600]","[1, 8]",6.091,Green,13.75,11.0
Kingston KVR16LR11S8/4 4 GB,46.71,"[3, 1600]","[1, 4]",11.678,Green,13.75,11.0
Kingston KVR1333D3D8R9SK2/8G 8 GB,,"[3, 1333]","[2, 4]",,Green,13.503,9.0
Kingston KVR1333D3N9K4/32G 32 GB,,"[3, 1333]","[4, 8]",,Green,13.503,9.0
Kingston KVR13LR9D4K4/64 64 GB,398.78,"[3, 1333]","[4, 16]",6.231,Green,13.503,9.0
Kingston KVR13R9D4K4/64 64 GB,,"[3, 1333]","[4, 16]",,Green,13.503,9.0
Avexir Core 8 GB,,"[3, 1600]","[2, 4]",,Black / Red,13.75,11.0
Avexir Core 16 GB,,"[3, 1600]","[2, 8]",,Black / Red,13.75,11.0
Kingston HX426C13PBK4/32 32 GB,,"[4, 2666]","[4, 8]",,Black,9.752,13.0
TEAMGROUP Dark 8 GB,,"[3, 1600]","[1, 8]",,Blue,11.25,9.0
TEAMGROUP Dark 8 GB,,"[3, 1600]","[1, 8]",,Black,11.25,9.0
Super Talent W1333UB4GV 4 GB,,"[3, 1333]","[1, 4]",,Green,13.503,9.0
Corsair Vengeance LPX 16 GB,,"[4, 3300]","[4, 4]",,Black / Yellow,9.697,16.0
G.Skill Ripjaws 4 16 GB,,"[4, 3400]","[4, 4]",,Blue,9.412,16.0
Kingston D1G72M151 8 GB,,"[4, 2133]","[1, 8]",,Black / Green,14.065,15.0
Corsair Vengeance LPX 128 GB,,"[4, 2400]","[8, 16]",,Black / Yellow,12.5,15.0
Corsair Dominator Platinum 64 GB,,"[4, 2800]","[8, 8]",,Black / Silver,10.714,15.0
GeIL GLR4128GB2400C14DQC 128 GB,,"[4, 2400]","[8, 16]",,Black / Red,11.667,14.0
G.Skill Trident X 32 GB,,"[4, 2800]","[4, 8]",,Black / Gold,10.714,15.0
Mushkin ECO2 8 GB,,"[3, 1600]","[1, 8]",,Black / Silver,11.25,9.0
TEAMGROUP Dark 16 GB,,"[3, 1600]","[2, 8]",,Red / Silver,11.25,9.0
G.Skill Ripjaws 4 16 GB,,"[4, 2800]","[2, 8]",,Red,11.429,16.0
G.Skill Ripjaws 4 8 GB,,"[4, 2800]","[2, 4]",,Red,11.429,16.0
G.Skill Ripjaws 4 8 GB,,"[4, 3000]","[2, 4]",,Blue,10.0,15.0
G.Skill Ripjaws 4 8 GB,,"[4, 3000]","[2, 4]",,Black,10.0,15.0
PNY Anarchy X 16 GB,,"[3, 2666]","[2, 8]",,Black / Blue,9.002,12.0
PNY Anarchy 16 GB,,"[4, 2133]","[2, 8]",,Black / Red,14.065,15.0
PNY Anarchy 16 GB,,"[3, 2133]","[4, 4]",,Black / Blue,9.376,10.0
PNY Anarchy X 16 GB,,"[3, 2400]","[4, 4]",,Black / Blue,9.167,11.0
PNY Anarchy X 16 GB,,"[3, 2933]","[4, 4]",,Black / Red,8.183,12.0
PNY Anarchy 32 GB,,"[3, 2133]","[4, 8]",,Black / Blue,9.376,10.0
PNY Anarchy X 32 GB,,"[3, 2400]","[4, 8]",,Black / Blue,9.167,11.0
PNY Anarchy X 32 GB,,"[3, 2400]","[4, 8]",,Black / Red,9.167,11.0
PNY Anarchy 8 GB,,"[3, 1600]","[2, 4]",,Black / Blue,11.25,9.0
PNY Anarchy 8 GB,,"[3, 1866]","[2, 4]",,Black / Red,10.718,10.0
PNY Anarchy X 8 GB,,"[3, 2933]","[2, 4]",,Black / Blue,8.183,12.0
PNY Anarchy 8 GB,,"[3, 1866]","[1, 8]",,Black / Red,10.718,10.0
PNY Anarchy 8 GB,,"[4, 2133]","[1, 8]",,Black / Red,14.065,15.0
PNY Anarchy 8 GB,,"[4, 2400]","[1, 8]",,Black / Blue,12.5,15.0
Corsair Vengeance LP 4 GB,,"[3, 1600]","[1, 4]",,Black / Yellow,13.75,11.0
Corsair Vengeance LP 8 GB,,"[3, 1600]","[1, 8]",,Black / Yellow,13.75,11.0
Corsair Vengeance Pro 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,13.75,11.0
Corsair Vengeance LP 16 GB,,"[3, 1600]","[2, 8]",,Black / Yellow,11.25,9.0
G.Skill Ripjaws V 8 GB,,"[4, 2800]","[2, 4]",,Black / Red,10.714,15.0
G.Skill Ripjaws V 16 GB,,"[4, 2800]","[4, 4]",,Black / Red,10.714,15.0
G.Skill Ripjaws V 8 GB,,"[4, 3000]","[2, 4]",,Black / Red,10.0,15.0
Kingston ValueRAM 48 GB,98.99,"[3, 1600]","[3, 16]",2.062,Black / Green,13.75,11.0
Corsair Dominator Platinum 16 GB,,"[4, 3666]","[4, 4]",,Black / Silver,9.82,18.0
Corsair Vengeance LP 16 GB,,"[3, 1600]","[2, 8]",,Black / Red,13.75,11.0
Mushkin Blackline 8 GB,,"[4, 2400]","[2, 4]",,Black / Silver,12.5,15.0
ADATA AX4U3300W4G16-DGZ 8 GB,,"[4, 3300]","[2, 4]",,Black / Gold,9.697,16.0
Mushkin Blackline 8 GB,,"[4, 2800]","[2, 4]",,Black / Silver,11.429,16.0
Patriot Signature Line 8 GB,,"[4, 2400]","[1, 8]",,Black / Green,14.167,17.0
Kingston HyperX Fury 8 GB,,"[3, 1600]","[1, 8]",,Black,12.5,10.0
Kingston HyperX Fury 4 GB,,"[3, 1866]","[1, 4]",,Black,11.79,11.0
Crucial CT2K51264BD160BJ 8 GB,32.0,"[3, 1600]","[2, 4]",4.0,Black / Green,13.75,11.0
Mushkin Blackline 8 GB,,"[4, 2800]","[1, 8]",,Black / Silver,11.429,16.0
G.Skill Ripjaws V 32 GB,,"[4, 2800]","[4, 8]",,Black / Red,10.714,15.0
Kingston HyperX Savage 16 GB,,"[4, 2400]","[4, 4]",,Black / White,10.0,12.0
Kingston HyperX Savage 4 GB,,"[4, 2800]","[1, 4]",,Black / White,10.0,14.0
Kingston HyperX Savage 8 GB,,"[4, 2800]","[1, 8]",,Black / White,10.0,14.0
Kingston HyperX Savage 16 GB,,"[4, 2800]","[4, 4]",,Black / White,10.0,14.0
Kingston HyperX Savage 32 GB,,"[4, 3000]","[4, 8]",,Black / White,10.0,15.0
TEAMGROUP Dark 16 GB,,"[4, 2666]","[2, 8]",,Black / White,11.253,15.0
TEAMGROUP Dark 16 GB,,"[4, 3000]","[2, 8]",,Black / White,10.0,15.0
TEAMGROUP Xtreem 16 GB,,"[4, 3600]","[2, 8]",,Black / Red,10.0,18.0
Crucial Ballistix Sport 8 GB,,"[3, 1600]","[2, 4]",,Blue / Silver,11.25,9.0
G.Skill Ripjaws V 16 GB,,"[4, 2800]","[2, 8]",,Black / Red,11.429,16.0
G.Skill Trident Z 8 GB,,"[4, 4000]","[2, 4]",,Red / Silver,9.5,19.0
Kingston HyperX Savage 32 GB,,"[4, 2800]","[4, 8]",,Black / White,10.0,14.0
Kingston Impact 8 GB,,"[4, 2133]","[2, 4]",,Black / Silver,12.189,13.0
Mushkin Redline 8 GB,,"[4, 2800]","[1, 8]",,Red / Silver,10.714,15.0
Mushkin Redline 16 GB,,"[4, 2800]","[2, 8]",,Red / Silver,10.714,15.0
Corsair Vengeance LPX 8 GB,,"[4, 2800]","[2, 4]",,Red,11.429,16.0
Corsair Vengeance Pro 16 GB,,"[3, 1866]","[2, 8]",,Black / Silver,11.79,11.0
GeIL Super Luce 32 GB,,"[4, 2400]","[2, 16]",,Black / White,11.667,14.0
GeIL Super Luce 16 GB,,"[4, 2400]","[2, 8]",,White,12.5,15.0
Kingston HyperX Savage 32 GB,,"[4, 2133]","[4, 8]",,Black / White,12.189,13.0
Panram Falcon 8 GB,,"[3, 1600]","[1, 8]",,Black / Red,11.25,9.0
ADATA AX4U3200W4G16-DGZ 8 GB,,"[4, 3200]","[2, 4]",,Gold,10.0,16.0
G.Skill Ripjaws V 64 GB,,"[4, 2800]","[4, 16]",,Red,10.714,15.0
G.Skill Ripjaws V 16 GB,,"[4, 3200]","[4, 4]",,Red,10.0,16.0
G.Skill Trident Z 16 GB,,"[4, 3600]","[4, 4]",,Red / Silver,9.444,17.0
TEAMGROUP Dark 8 GB,,"[4, 3200]","[2, 4]",,Black / White,10.0,16.0
G.Skill Trident Z 8 GB,,"[4, 3866]","[2, 4]",,Red / Silver,9.312,18.0
G.Skill Trident Z 16 GB,,"[4, 3866]","[4, 4]",,Red / Silver,9.312,18.0
G.Skill Trident Z 8 GB,,"[4, 4200]","[2, 4]",,Red / Silver,9.048,19.0
Crucial Ballistix Tactical 8 GB,,"[4, 2666]","[2, 4]",,Silver,12.003,16.0
Avexir Raiden 16 GB,,"[4, 2800]","[2, 8]",,White / Blue,10.714,15.0
Avexir Raiden 32 GB,,"[4, 3000]","[4, 8]",,White / Blue,10.0,15.0
Crucial CT51264BF186DJ 4 GB,26.4,"[3, 1866]","[1, 4]",6.6,Black / Green,13.934,13.0
Patriot Viper 4 16 GB,,"[4, 2666]","[2, 8]",,Black / Red,11.253,15.0
Panram Ninja 8 GB,,"[3, 1600]","[2, 4]",,Red / Silver,13.75,11.0
Corsair Dominator Platinum 8 GB,,"[3, 2666]","[2, 4]",,Black / Silver,8.252,11.0
Mushkin Essentials 32 GB,336.6,"[3, 1600]","[2, 16]",10.519,Black / Blue,13.75,11.0
G.Skill Ripjaws V 16 GB,,"[4, 2800]","[2, 8]",,Silver,10.714,15.0
Patriot Viper 4 16 GB,,"[4, 3200]","[4, 4]",,Black / Red,10.0,16.0
Corsair Dominator Platinum 16 GB,,"[4, 3200]","[4, 4]",,Black / Silver,9.375,15.0
Corsair Dominator Platinum 64 GB,,"[4, 3000]","[4, 16]",,Black / Silver,10.0,15.0
Corsair Vengeance LPX 16 GB,,"[4, 3733]","[4, 4]",,Black / Yellow,9.108,17.0
Corsair Vengeance LPX 8 GB,,"[4, 3866]","[2, 4]",,Black / Yellow,9.312,18.0
Corsair Vengeance Pro 32 GB,,"[3, 2133]","[4, 8]",,Black / Silver,10.314,11.0
GeIL EVO POTENZA 16 GB,,"[4, 3200]","[2, 8]",,Red,10.0,16.0
G.Skill Ripjaws V 64 GB,,"[4, 2800]","[4, 16]",,Black,10.0,14.0
G.Skill Trident Z 16 GB,,"[4, 3000]","[2, 8]",,Red / Silver,9.333,14.0
G.Skill Ripjaws V 32 GB,,"[4, 3000]","[4, 8]",,Black,9.333,14.0
G.Skill Trident Z 16 GB,,"[4, 3200]","[2, 8]",,Red / Silver,9.375,15.0
G.Skill Ripjaws V 32 GB,,"[4, 3200]","[4, 8]",,Black,9.375,15.0
G.Skill Ripjaws V 64 GB,,"[4, 3200]","[4, 16]",,Black,9.375,15.0
G.Skill Trident Z 32 GB,,"[4, 3200]","[2, 16]",,Red / Silver,10.0,16.0
G.Skill Ripjaws V 8 GB,,"[4, 3733]","[2, 4]",,Black,9.108,17.0
G.Skill Ripjaws V 8 GB,,"[4, 4000]","[2, 4]",,Black,9.5,19.0
Klevv Fit 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,11.25,9.0
GeIL Super Luce 16 GB,,"[4, 2400]","[2, 8]",,Black / Red,12.5,15.0
GeIL Super Luce 16 GB,,"[4, 3000]","[2, 8]",,White / Blue,10.667,16.0
GeIL EVO POTENZA 8 GB,,"[4, 3000]","[2, 4]",,Black / Red,10.0,15.0
G.Skill Ripjaws 64 GB,,"[4, 2800]","[4, 16]",,Black / Blue,12.857,18.0
G.Skill Ripjaws V 32 GB,,"[4, 3000]","[4, 8]",,Red,9.333,14.0
G.Skill Ripjaws V 64 GB,,"[4, 3000]","[4, 16]",,Red,9.333,14.0
Corsair Vengeance Pro 8 GB,,"[3, 2133]","[2, 4]",,Black / Silver,10.314,11.0
Corsair Dominator Platinum 32 GB,,"[4, 3333]","[4, 8]",,Black / Silver,9.601,16.0
GeIL Dragon RAM 16 GB,,"[4, 3466]","[4, 4]",,White / Gold,9.233,16.0
GeIL Dragon RAM 8 GB,,"[4, 4000]","[2, 4]",,White / Gold,9.5,19.0
G.Skill Trident Z 16 GB,,"[4, 4133]","[2, 8]",,Red / Silver,9.194,19.0
Kingston ValueRAM 16 GB,,"[4, 2133]","[4, 4]",,Black / Green,14.065,15.0
Corsair Vengeance LPX 4 GB,,"[4, 2400]","[1, 4]",,Red,13.333,16.0
G.Skill Aegis 32 GB,,"[4, 2133]","[4, 8]",,Black / Red,14.065,15.0
G.Skill Aegis 64 GB,616.82,"[4, 2133]","[4, 16]",9.638,Black / Red,14.065,15.0
G.Skill Ripjaws V 128 GB,,"[4, 3000]","[8, 16]",,Black,9.333,14.0
G.Skill Ripjaws V 128 GB,,"[4, 3000]","[8, 16]",,Red,9.333,14.0
Kingston Savage 8 GB,,"[4, 2800]","[1, 8]",,Black,10.0,14.0
Kingston Savage 8 GB,,"[4, 3000]","[1, 8]",,Black,10.0,15.0
Kingston Savage 8 GB,,"[4, 3000]","[2, 4]",,Black,10.0,15.0
Kingston Savage 32 GB,,"[4, 2400]","[4, 8]",,Black,10.0,12.0
Kingston ValueRAM 4 GB,,"[4, 2133]","[1, 4]",,Black / Green,14.065,15.0
Corsair Dominator Platinum 16 GB,,"[4, 2400]","[4, 4]",,Black / Silver,12.5,15.0
Corsair Dominator Platinum 32 GB,,"[4, 2133]","[4, 8]",,Black / Silver,14.065,15.0
Corsair Vengeance LPX 64 GB,,"[4, 3200]","[8, 8]",,Black / Yellow,9.375,15.0
Crucial Ballistix Tactical 8 GB,,"[3, 2133]","[2, 4]",,Yellow,10.314,11.0
G.Skill Ripjaws V 64 GB,,"[4, 3000]","[8, 8]",,Black,9.333,14.0
G.Skill Ripjaws V 64 GB,,"[4, 3200]","[8, 8]",,Black,8.75,14.0
G.Skill Trident Z 32 GB,,"[4, 3333]","[2, 16]",,Red / Silver,9.601,16.0
G.Skill Ripjaws V 32 GB,,"[4, 3333]","[2, 16]",,Red,9.601,16.0
G.Skill Ripjaws V 64 GB,,"[4, 3333]","[4, 16]",,Black,9.601,16.0
G.Skill Trident Z 16 GB,,"[4, 3466]","[2, 8]",,Red / Silver,9.233,16.0
G.Skill Trident Z 32 GB,,"[4, 3466]","[4, 8]",,Red / Silver,9.233,16.0
Kingston Predator 64 GB,,"[4, 3000]","[4, 16]",,Black,10.667,16.0
Mushkin Redline 64 GB,,"[4, 3000]","[4, 16]",,Red / Silver,10.667,16.0
Mushkin Silverline 64 GB,,"[4, 2133]","[4, 16]",,Silver,14.065,15.0
TEAMGROUP Delta 16 GB,,"[4, 3000]","[2, 8]",,Black / Red,10.667,16.0
Avexir ROG Red Tesla 16 GB,,"[4, 2666]","[4, 4]",,Black / Red,11.253,15.0
GeIL Super Luce 8 GB,,"[4, 2400]","[2, 4]",,Black / Red,12.5,15.0
GeIL EVO POTENZA 8 GB,,"[4, 2400]","[2, 4]",,Red,12.5,15.0
Kingston FURY 32 GB,,"[4, 2133]","[4, 8]",,Black / Silver,13.127,14.0
Kingston FURY 64 GB,,"[4, 2400]","[4, 16]",,Black / Silver,12.5,15.0
Corsair Dominator Platinum 16 GB,,"[4, 3400]","[4, 4]",,Orange,9.412,16.0
Avexir Core 8 GB,,"[4, 2400]","[1, 8]",,Black / Green,13.333,16.0
Avexir Core 16 GB,,"[4, 2400]","[2, 8]",,Black / Blue,13.333,16.0
Avexir Core 16 GB,,"[4, 2666]","[2, 8]",,Black / White,11.253,15.0
Corsair Vengeance LPX 32 GB,,"[4, 2666]","[4, 8]",,White,12.003,16.0
Corsair Vengeance LED 32 GB,,"[4, 3200]","[2, 16]",,Black / Red,10.0,16.0
Corsair Vengeance LED 64 GB,,"[4, 3000]","[4, 16]",,Black / Red,10.0,15.0
Corsair Vengeance LED 32 GB,,"[4, 3200]","[4, 8]",,Black / White,10.0,16.0
Corsair Vengeance LED 64 GB,,"[4, 3200]","[4, 16]",,Black / White,10.0,16.0
Corsair Vengeance LED 32 GB,,"[4, 3400]","[4, 8]",,Black / White,9.412,16.0
Crucial Ballistix Sport LT 64 GB,,"[4, 2400]","[4, 16]",,Gray,13.333,16.0
Patriot Viper Elite 16 GB,,"[4, 2666]","[2, 8]",,Black / Red,11.253,15.0
G.Skill Trident Z 32 GB,,"[4, 3200]","[4, 8]",,Black / Yellow,10.0,16.0
G.Skill Trident Z 32 GB,,"[4, 3300]","[4, 8]",,Red / Silver,9.697,16.0
G.Skill Trident Z 16 GB,,"[4, 3200]","[2, 8]",,Black / Yellow,8.75,14.0
Corsair Vengeance LED 32 GB,,"[4, 3200]","[4, 8]",,Black / Blue,10.0,16.0
Crucial CT8G4WFD8213 8 GB,,"[4, 2133]","[1, 8]",,Black / Green,14.065,15.0
Corsair Vengeance LPX 16 GB,,"[4, 3733]","[2, 8]",,Red,9.108,17.0
GeIL EVO X 16 GB,,"[4, 3000]","[2, 8]",,Black / Blue,10.0,15.0
GALAX HOF 16 GB,,"[4, 4000]","[2, 8]",,White,9.5,19.0
G.Skill Trident Z RGB 16 GB,,"[4, 3466]","[2, 8]",,Black,9.233,16.0
G.Skill Trident Z RGB 32 GB,,"[4, 3466]","[4, 8]",,Black,9.233,16.0
Avexir Green Tesla 32 GB,,"[4, 3000]","[4, 8]",,Black / Green,10.667,16.0
Kingston ValueRAM 8 GB,59.99,"[4, 2133]","[1, 8]",7.499,Green / Black,14.065,15.0
G.Skill FORTIS 16 GB,,"[4, 2400]","[2, 8]",,Black / Red,13.333,16.0
G.Skill FORTIS 32 GB,,"[4, 2400]","[4, 8]",,Black / Red,13.333,16.0
G.Skill Flare X 32 GB,,"[4, 2133]","[2, 16]",,Red,14.065,15.0
G.Skill Flare X 64 GB,,"[4, 2133]","[4, 16]",,Red,14.065,15.0
G.Skill Flare X 32 GB,,"[4, 2400]","[4, 8]",,Red,13.333,16.0
TEAMGROUP T-Force Xtreem 16 GB,,"[4, 3866]","[2, 8]",,Black / Silver,9.312,18.0
TEAMGROUP T-Force Xtreem 16 GB,,"[4, 3600]","[2, 8]",,Black / Gold,10.0,18.0
TEAMGROUP T-Force Xtreem 16 GB,,"[4, 4000]","[2, 8]",,Black / Gold,9.0,18.0
TEAMGROUP T-Force Xtreem 8 GB,,"[4, 3866]","[2, 4]",,Black / Gold,9.312,18.0
Kingston Impact 32 GB,,"[4, 2133]","[2, 16]",,Black,12.189,13.0
Kingston Impact 32 GB,,"[4, 2133]","[4, 8]",,Black,13.127,14.0
Kingston HX421S14IBK4/32 64 GB,,"[4, 2133]","[4, 16]",,Black,13.127,14.0
Kingston ValueRAM 16 GB,74.93,"[4, 2133]","[1, 16]",4.683,Black / Green,14.065,15.0
TEAMGROUP Night Hawk RGB 16 GB,,"[4, 2666]","[2, 8]",,Black,11.253,15.0
TEAMGROUP Night Hawk RGB 16 GB,,"[4, 3000]","[2, 8]",,Black,10.667,16.0
TEAMGROUP Night Hawk RGB 16 GB,,"[4, 3000]","[2, 8]",,White,10.667,16.0
Corsair Vengeance RGB 64 GB,,"[4, 2666]","[4, 16]",,Black,12.003,16.0
Corsair Dominator Platinum 128 GB,,"[4, 3200]","[8, 16]",,Black / Silver,10.0,16.0
Kingston KCP421NS8/4 4 GB,32.99,"[4, 2133]","[1, 4]",8.248,Black / Green,14.065,15.0
Corsair Vengeance RGB 32 GB,,"[4, 3333]","[4, 8]",,Black,9.601,16.0
Kingston Predator 64 GB,,"[4, 2400]","[4, 16]",,Black,10.0,12.0
TEAMGROUP Vulcan 16 GB,,"[4, 2400]","[1, 16]",,Black / Gray,12.5,15.0
TEAMGROUP Vulcan 32 GB,,"[4, 2400]","[2, 16]",,Black / Gray,12.5,15.0
Patriot Viper 4 8 GB,,"[4, 3200]","[2, 4]",,Black / Red,10.0,16.0
Patriot Viper Elite 8 GB,,"[4, 2666]","[2, 4]",,Black / Blue,11.253,15.0
Patriot Viper Elite 8 GB,,"[4, 2800]","[2, 4]",,Black / Blue,11.429,16.0
Patriot Viper Elite 8 GB,,"[4, 3200]","[2, 4]",,Black / Red,10.0,16.0
Corsair Dominator Platinum 32 GB,,"[4, 3733]","[4, 8]",,Black / Silver,9.108,17.0
Patriot Viper Elite 16 GB,,"[4, 3200]","[2, 8]",,Black / Gray,10.0,16.0
G.Skill Trident Z 64 GB,,"[4, 3300]","[4, 16]",,Black / White,9.697,16.0
Crucial Ballistix Elite 16 GB,,"[4, 3000]","[2, 8]",,Black,10.0,15.0
Patriot Viper Elite 16 GB,,"[4, 3000]","[2, 8]",,Black / Blue,10.667,16.0
Crucial Ballistix Sport LT 16 GB,,"[4, 2666]","[2, 8]",,Red,12.003,16.0
Crucial Ballistix Sport LT 16 GB,,"[4, 2666]","[2, 8]",,White,12.003,16.0
Patriot Viper Elite 16 GB,,"[4, 3000]","[2, 8]",,Black / Gray,10.0,15.0
Apacer Panther-Golden 8 GB,,"[4, 2400]","[1, 8]",,Black / Gold,13.333,16.0
Crucial Ballistix Tactical 8 GB,,"[4, 3000]","[2, 4]",,Black,10.0,15.0
Corsair Vengeance RGB 32 GB,,"[4, 3600]","[4, 8]",,Black,10.0,18.0
Corsair Vengeance RGB 32 GB,,"[4, 3200]","[4, 8]",,Black,10.0,16.0
Corsair Vengeance LPX 16 GB,,"[4, 4500]","[2, 8]",,Black,8.444,19.0
GeIL SUPER LUCE RGB SYNC 16 GB,,"[4, 2400]","[2, 8]",,Black,13.333,16.0
Corsair Dominator Platinum 32 GB,,"[4, 3866]","[4, 8]",,,9.312,18.0
Corsair Vengeance RGB 16 GB,,"[4, 4000]","[2, 8]",,,9.5,19.0
Corsair Vengeance LPX 32 GB,,"[4, 3866]","[4, 8]",,,9.312,18.0
TEAMGROUP T-Force Delta RGB 16 GB,,"[4, 2400]","[1, 16]",,Black,12.5,15.0
TEAMGROUP T-Force Delta RGB 8 GB,,"[4, 2666]","[1, 8]",,Black,11.253,15.0
TEAMGROUP T-Force Delta RGB 8 GB,,"[4, 2666]","[2, 4]",,Black,11.253,15.0
TEAMGROUP T-Force Delta RGB 32 GB,,"[4, 2666]","[2, 16]",,Black,11.253,15.0
TEAMGROUP T-Force Delta RGB 8 GB,,"[4, 2400]","[1, 8]",,White,12.5,15.0
TEAMGROUP T-Force Delta RGB 16 GB,,"[4, 2400]","[1, 16]",,White,12.5,15.0
TEAMGROUP T-Force Delta RGB 8 GB,,"[4, 2666]","[2, 4]",,White,11.253,15.0
TEAMGROUP T-Force Delta RGB 16 GB,,"[4, 2666]","[2, 8]",,White,11.253,15.0
Corsair Dominator Platinum 32 GB,,"[4, 2666]","[2, 16]",,Black / Silver,11.253,15.0
TEAMGROUP Night Hawk 32 GB,,"[4, 3200]","[2, 16]",,Black / Red,10.0,16.0
G.Skill Flare X 64 GB,,"[4, 2933]","[4, 16]",,Black,9.547,14.0
Mushkin Redline 32 GB,,"[4, 2666]","[2, 16]",,Red / White,12.003,16.0
ADATA XPG GAMMIX D10 8 GB,,"[4, 3000]","[2, 4]",,Red / White,10.667,16.0
Corsair Vengeance LPX 16 GB,,"[4, 2666]","[2, 8]",,Black / Yellow,12.003,16.0
Corsair Vengeance LPX 32 GB,,"[4, 4266]","[4, 8]",,Black / Yellow,8.908,19.0
Corsair Vengeance LPX 64 GB,887.54,"[4, 3600]","[8, 8]",13.868,Black / Yellow,10.0,18.0
Corsair Vengeance RGB 32 GB,,"[4, 3300]","[4, 8]",,White,9.697,16.0
Corsair Vengeance RGB 64 GB,,"[4, 3733]","[4, 16]",,Black,9.108,17.0
Corsair CORSAIR Vengeance RGB 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 2933 (PC4 23400) Desktop Memory Model CMR64GX4M8Z2933C16 64 GB,,"[4, 2933]","[8, 8]",,Black,10.91,16.0
Corsair Vengeance LED 16 GB,,"[4, 3000]","[2, 8]",,Black,10.667,16.0
Corsair Vengeance LED 32 GB,,"[4, 3200]","[2, 16]",,Black / Red,10.0,16.0
Corsair Vengeance LED 16 GB,,"[4, 3200]","[2, 8]",,Black / Red,10.0,16.0
Corsair Vengeance LED 32 GB,,"[4, 3200]","[2, 16]",,Black / Blue,10.0,16.0
Avexir Raiden 16 GB,,"[4, 3000]","[2, 8]",,Black / Green,10.667,16.0
Avexir Blitz 8 GB,,"[4, 3200]","[2, 4]",,Red / Black,10.0,16.0
Avexir Blitz 32 GB,,"[4, 3200]","[4, 8]",,Black / Silver,10.0,16.0
Corsair Vengeance LPX 16 GB,,"[4, 3200]","[2, 8]",,Red / Black,8.75,14.0
Corsair Vengeance LPX 16 GB,,"[4, 4000]","[2, 8]",,Red / Black,9.5,19.0
Corsair Vengeance LPX 64 GB,,"[4, 2400]","[4, 16]",,Black / Yellow,13.333,16.0
Avexir Blitz 1.1 16 GB,,"[3, 2133]","[2, 8]",,Black / Red,8.439,9.0
Avexir Blitz 1.1 32 GB,,"[3, 2400]","[4, 8]",,Black / Yellow,8.333,10.0
G.Skill Flare X 64 GB,,"[4, 2400]","[8, 8]",,Black,12.5,15.0
G.Skill Sniper X 64 GB,,"[4, 2400]","[4, 16]",,Black / Camo,14.167,17.0
G.Skill Flare X 32 GB,,"[4, 2933]","[4, 8]",,Black,9.547,14.0
G.Skill Sniper X 32 GB,,"[4, 3000]","[2, 16]",,Black / Camo,10.667,16.0
Patriot Viper LED 8 GB,,"[4, 3000]","[2, 4]",,Black / Red,10.0,15.0
G.Skill Trident Z 64 GB,,"[4, 3300]","[4, 16]",,Silver / Red,9.697,16.0
G.Skill Sniper X 16 GB,,"[4, 3600]","[2, 8]",,Black / Camo,10.556,19.0
G.Skill Trident Z 32 GB,,"[4, 3733]","[4, 8]",,Black,9.108,17.0
