name,price,capacity,price_per_gb,type,cache,form_factor,interface
Seagate Constellation ES,44.0,2000.0,0.022,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Nytro Enterprise,1299.0,3200.0,0.406,SSD,,2.5,SAS 12.0 Gb/s
Western Digital Purple,49.97,500.0,0.1,5400,64.0,3.5,SATA 6.0 Gb/s
HP FX900,39.99,512.0,0.078,SSD,,M.2-2280,M.2 PCIe 4.0 X4
V7 V7SSD512GBS25U,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Leven JM600,,1000.0,,SSD,,M.2-2280,M.2 SATA
Fantom Drives VENOM8 PS5,139.44,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Fantom Drives VENOM8 PS5,319.45,4000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Create Classic DL,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Constellation.2,86.98,500.0,0.174,7200,64.0,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,,1000.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation ES.3,,3000.0,,7200,128.0,3.5,SAS 6.0 Gb/s
Transcend TS64GMSA370,44.23,64.0,0.691,SSD,,mSATA,mSATA
Toshiba X300,214.99,14000.0,0.015,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,115.0,300.0,0.383,15000,256.0,2.5,SAS 12.0 Gb/s
Toshiba X300 Pro,303.99,14000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Intel D3-S4510,89.99,480.0,0.187,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4520,89.7,480.0,0.187,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint F3,75.0,250.0,0.3,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,89.99,750.0,0.12,7200,16.0,2.5,SATA 3.0 Gb/s
Hitachi 0J11561,34.99,500.0,0.07,5400,8.0,2.5,SATA 3.0 Gb/s
Intel DC S3700,202.78,400.0,0.507,SSD,,2.5,SATA 6.0 Gb/s
Intel 335,,180.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba PH2100U-1I54,94.8,1000.0,0.095,5400,8.0,2.5,SATA 6.0 Gb/s
Western Digital RE,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba MG03SCA,58.99,1000.0,0.059,7200,64.0,3.5,SAS 6.0 Gb/s
Kingston SSDNow KC300,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 730,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WDBH2D5000ENC-NRSN,40.0,500.0,0.08,7200,32.0,3.5,SATA 3.0 Gb/s
Intel DC S3710,358.19,800.0,0.448,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple NV,,4000.0,,5400,64.0,3.5,SATA 6.0 Gb/s
SanDisk Ultra II,,512.0,,SSD,,mSATA,mSATA
Hitachi Deskstar NAS,,8000.0,,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,244.2,8000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,141.98,6000.0,0.024,5400,64.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,199.0,1800.0,0.111,10500,128.0,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar,94.14,2000.0,0.047,7200,32.0,3.5,SATA 3.0 Gb/s
Toshiba S300,99.99,4000.0,0.025,5400,128.0,3.5,SATA 6.0 Gb/s
VisionTek 900802,28.49,256.0,0.111,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNOW DC500M,82.88,480.0,0.173,SSD,,2.5,SATA 6.0 Gb/s
Hitachi 0TS1351,,1920.0,,SSD,,PCIe,PCIe x8
Apacer AS2280P4,,480.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Create Expert,271.99,1000.0,0.272,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300,386.0,10000.0,0.039,7200,,3.5,SATA 6.0 Gb/s
Seagate Exos X16,,14000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
V7 V7SSD480GBM2SU,36.13,480.0,0.075,SSD,,M.2-2280,M.2 SATA
Leven JM600,24.99,256.0,0.098,SSD,,M.2-2280,M.2 SATA
VisionTek DLX4 Pro,223.99,2000.0,0.112,SSD,,M.2-2280,M.2 PCIe 4.0 X4
VisionTek DLX3,156.99,2000.0,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital VelociRaptor,,450.0,,10000,32.0,3.5,SATA 6.0 Gb/s
Western Digital RE4,,1500.0,,7200,64.0,3.5,SATA 3.0 Gb/s
Western Digital RE3,60.73,750.0,0.081,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital RE3,,320.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE3,24.99,250.0,0.1,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2,,500.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE2-GP,249.95,750.0,0.333,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,,640.0,,7200,32.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,,800.0,,5400,64.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,,640.0,,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,,250.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,,120.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,125.0,80.0,1.562,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,160.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV,,320.0,,7200,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,,1000.0,,5400,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,,750.0,,5400,8.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.B,,320.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,1500.0,,7200,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,,500.0,,5400,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,,250.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,,250.0,,7200,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,,80.0,,7200,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 RAID,,1000.0,,7200,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint MP4,,640.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,,160.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,,250.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,65.0,320.0,0.203,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,89.99,320.0,0.281,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,,250.0,,5400,8.0,2.5,SATA 3.0 Gb/s
OCZ Colossus LT,,120.0,,SSD,128.0,3.5,SATA 3.0 Gb/s
OCZ Vertex 2 EX,,100.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Vertex 2 Pro,,400.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Vertex Limited,,200.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Vertex 2,,100.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Vertex 2,,480.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility 2,,200.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility 2,,400.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility,,250.0,,SSD,,2.5,SATA 3.0 Gb/s
Seagate Barracuda ES.2,85.0,750.0,0.113,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,,500.0,,7200,16.0,3.5,PATA 100
Western Digital Caviar Blue,,160.0,,7200,8.0,3.5,PATA 100
Seagate Barracuda ES.2,,1000.0,,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,160.0,,7200,2.0,3.5,PATA 100
Western Digital AV-GP,,1500.0,,5400,64.0,3.5,SATA 3.0 Gb/s
Western Digital RE4-GP,,1500.0,,5400,64.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F4,,320.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,,640.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,,1000.0,,5400,64.0,3.5,SATA 3.0 Gb/s
Kingston SSDNow E,,64.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V,,128.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+,,64.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+,,256.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V100,,128.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V100,,256.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V100,,64.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V100,,256.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+100,159.99,128.0,1.25,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,199.95,160.0,1.25,SSD,,2.5,SATA 3.0 Gb/s
Crucial RealSSD C300,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Crucial RealSSD C300,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 2,,180.0,,SSD,,3.5,SATA 3.0 Gb/s
OCZ Vertex 2,,90.0,,SSD,,3.5,SATA 3.0 Gb/s
OCZ Agility 2,,90.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility 2,,120.0,,SSD,,3.5,SATA 3.0 Gb/s
Corsair Force,,180.0,,SSD,,2.5,SATA 3.0 Gb/s
G.Skill Phoenix Pro,,80.0,,SSD,,2.5,SATA 3.0 Gb/s
G.Skill Phoenix Pro,,240.0,,SSD,,2.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,498.0,1000.0,0.498,7200,32.0,3.5,SATA 3.0 Gb/s
Hitachi 0F10381,,500.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Hitachi A7K2000,36.47,500.0,0.073,7200,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,,320.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,160.0,,7200,8.0,3.5,SATA 6.0 Gb/s
OCZ Agility 2,,320.0,,SSD,,2.5,SATA 3.0 Gb/s
Corsair Performance 3,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Performance 3,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+100,,256.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility 2,,180.0,,SSD,,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,99.95,750.0,0.133,5400,64.0,3.5,SATA 3.0 Gb/s
Seagate SV35,,500.0,,7200,16.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow V+100,,256.0,,SSD,,2.5,SATA 3.0 Gb/s
Intel 510,,250.0,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Deskstar 5K1000,,1000.0,,5400,8.0,3.5,SATA 3.0 Gb/s
Intel 320,,160.0,,SSD,,2.5,SATA 3.0 Gb/s
Intel 320,,600.0,,SSD,,2.5,SATA 3.0 Gb/s
Crucial M4,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint F4EG,,1500.0,,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,,1500.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Hitachi 0Y30055,135.0,500.0,0.27,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,,160.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,26.99,320.0,0.084,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus XT,,500.0,,7200,32.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z5K320,,320.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,30.0,160.0,0.188,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,,320.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,147.0,500.0,0.294,5400,32.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M8,,500.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Corsair Force GT,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 3,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Wildfire,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Nova Series 2,,60.0,,SSD,,2.5,SATA 3.0 Gb/s
Plextor PX-M2,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Plextor PX-M2,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MK3261GSYN,,320.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar,,500.0,,7200,16.0,2.5,SATA 3.0 Gb/s
OCZ Vertex 3 – MAX IOPS Edition,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA S511,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,,300.0,,10000,32.0,3.5,SATA 6.0 Gb/s
Patriot Pyro,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Constellation ES,,500.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar 5K500.B,,320.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K750,,750.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Mushkin Chronos,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force 3,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Deskstar,,2000.0,,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,,2500.0,,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital AV-25,195.9,500.0,0.392,5400,16.0,2.5,SATA 3.0 Gb/s
Hitachi 0J11562,,640.0,,5400,8.0,2.5,SATA 3.0 Gb/s
ADATA S511,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 3,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Performance Pro,,128.0,,SSD,256.0,2.5,SATA 6.0 Gb/s
SanDisk Ultra,,60.0,,SSD,,2.5,SATA 3.0 Gb/s
Samsung 830,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 470,,128.0,,SSD,,2.5,SATA 3.0 Gb/s
Plextor PX-M3S,,128.0,,SSD,256.0,2.5,SATA 6.0 Gb/s
Plextor PX-M3S,,256.0,,SSD,512.0,2.5,SATA 6.0 Gb/s
ADATA S510,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Crucial M4,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Crucial M4,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow S50,,32.0,,SSD,,2.5,SATA 3.0 Gb/s
Crucial M4,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Caviar Green,,320.0,,5400,32.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,,500.0,,5400,16.0,3.5,SATA 6.0 Gb/s
Intel 520,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 520,85.49,60.0,1.425,SSD,,2.5,SATA 6.0 Gb/s
OCZ Octane,,64.0,,SSD,,2.5,SATA 3.0 Gb/s
Verbatim Verbatim SATA II,,128.0,,SSD,,2.5,SATA 3.0 Gb/s
Mushkin Chronos,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Nova Series 2,,30.0,,SSD,,2.5,SATA 3.0 Gb/s
Seagate Spinpoint F3,,500.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Hitachi Travelstar Z7K320,,320.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,,250.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Verbatim Verbatim SATA III,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 830,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate SV35.5,,1000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Kingston HyperX 3K,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MK5059GSXP,,500.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus,,750.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z5K320,,320.0,,5400,8.0,2.5,SATA 3.0 Gb/s
ADATA Premier Pro SP900,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX900,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex Plus,,240.0,,SSD,64.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,110.0,250.0,0.44,5400,16.0,2.5,SATA 3.0 Gb/s
Seagate Constellation ES,,1000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,,320.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,64.98,160.0,0.406,5400,16.0,3.5,SATA 3.0 Gb/s
OCZ Vertex Plus R2,,60.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+200,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 4,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex Plus R2,,240.0,,SSD,,2.5,SATA 3.0 Gb/s
SanDisk Solid State Drive,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Transcend Transcend MLC,,192.0,,SSD,,2.5,SATA 1.5 Gb/s
Western Digital AV,,250.0,,7200,16.0,3.5,SATA 6.0 Gb/s
OCZ Vertex 3,,120.0,,SSD,,3.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi 0A78743,,320.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Crucial V4,,128.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+200,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ RevoDrive,,50.0,,SSD,,PCIe,PCIe x4
OCZ Z-Drive R2 M84,,512.0,,SSD,256.0,PCIe,PCIe x8
OCZ Z-Drive R2 P88,,512.0,,SSD,512.0,PCIe,PCIe x8
OCZ RevoDrive X2,,480.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3 X2,,240.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3 Max IOPS,,480.0,,SSD,,PCIe,PCIe x4
Transcend SSD320,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 3,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Momentus XT,150.0,500.0,0.3,7200,32.0,2.5,SATA 3.0 Gb/s
OCZ Agility 3,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 3,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 335,219.0,240.0,0.912,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk ReadyCache,,32.0,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M5P,,128.0,,SSD,256.0,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC100,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M5P,,256.0,,SSD,512.0,2.5,SATA 6.0 Gb/s
Plextor M5P,,512.0,,SSD,768.0,2.5,SATA 6.0 Gb/s
OCZ Agility 3,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MK2561GSYN,,250.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z7K500,,500.0,,7200,32.0,2.5,SATA 6.0 Gb/s
Seagate Constellation ES.2,149.52,2000.0,0.075,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba PH3200U-1I72,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow KC100,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX910,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow,,64.0,,SSD,,mSATA,mSATA
Corsair Neutron GTX,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Constellation CS,,1000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.2,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,158.94,4000.0,0.04,7200,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.3,80.02,3000.0,0.027,7200,128.0,3.5,SAS 6.0 Gb/s
Intel DC S3500,142.0,160.0,0.887,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Extreme II,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD3001FAEX,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital AV-25,,1000.0,,5400,16.0,2.5,SATA 3.0 Gb/s
Western Digital Green,,1500.0,,5400,64.0,2.5,SATA 3.0 Gb/s
Western Digital SE,145.0,3000.0,0.048,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Xe,,900.0,,10000,32.0,3.5,SAS 6.0 Gb/s
Western Digital WDBMMA0010HNC-NRSN,,1000.0,,5400,64.0,3.5,SATA 6.0 Gb/s
Axiom HD250SATA7-AX,,250.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Hitachi 0F14690,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar,,500.0,,7200,32.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,,600.0,,10000,64.0,2.5,SATA 6.0 Gb/s
IBM 43X0839,,73.4,,15000,16.0,2.5,SAS 6.0 Gb/s
Seagate ST2000VN000,,2000.0,,5900,64.0,3.5,SATA 6.0 Gb/s
Seagate ST9640423AS,,640.0,,5400,16.0,2.5,SATA 6.0 Gb/s
Hitachi HITACHI-0F12460,,3000.0,,5400,32.0,3.5,SATA 6.0 Gb/s
Mushkin Chronos,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
"Seagate Constellation
Product Series:ES.3",,3000.0,,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital WDBMMA0020HNC-NRSN,79.95,2000.0,0.04,5400,64.0,3.5,SATA 6.0 Gb/s
OCZ Deneva 2 C,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,157.15,180.0,0.873,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Q,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Edge Tech Pro,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,91.75,250.0,0.367,5400,8.0,2.5,SATA 6.0 Gb/s
Western Digital Black,102.0,500.0,0.204,7200,16.0,2.5,SATA 6.0 Gb/s
Intel 520,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 520,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba DT01ACA,,500.0,,7200,32.0,3.5,SATA 6.0 Gb/s
Toshiba MG03ACA,93.99,2000.0,0.047,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba MG03SCA,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,50.0,1000.0,0.05,7200,16.0,3.5,SAS 3.0 Gb/s
Kingston KC300,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,196.36,180.0,1.091,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,199.0,240.0,0.829,SSD,,2.5,SATA 6.0 Gb/s
SanDisk X110,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Constellation Product Series:ES.3,175.0,4000.0,0.044,7200,128.0,3.5,SAS 6.0 Gb/s
Seagate ST500LT032,68.42,500.0,0.137,5400,16.0,2.5,SATA 6.0 Gb/s
OCZ Vector 150,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vector 150,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K3000,171.03,3000.0,0.057,7200,64.0,3.5,SAS 6.0 Gb/s
Kingston SSDNow KC300,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,,250.0,,SSD,,mSATA,mSATA
SanDisk Extreme II,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Talos 2 C,,960.0,,SSD,,2.5,SAS 6.0 Gb/s
Samsung 840 Evo,,500.0,,SSD,,mSATA,mSATA
Seagate 600 Pro,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate 600 Pro,99.0,240.0,0.412,SSD,,2.5,SATA 6.0 Gb/s
Seagate 600 Pro,,400.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate 600 Pro,,100.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate 600 Pro,,200.0,,SSD,,2.5,SATA 6.0 Gb/s
Crucial M550,,512.0,,SSD,,mSATA,mSATA
ADATA Premier Pro SP920,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Axiom 0A89478-AX,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Plextor M6S,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow E5,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M6e,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Seagate 1200 SSD,3062.5,800.0,3.828,SSD,,2.5,SAS 12.0 Gb/s
Samsung SM843TN,239.0,480.0,0.498,SSD,,2.5,SATA 6.0 Gb/s
Samsung XP941,,128.0,,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
HP Value Endurance SFF,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier SP610,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk U110,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ RevoDrive 350,,960.0,,SSD,,PCIe,PCIe x8
OCZ RevoDrive 350,,480.0,,SSD,,PCIe,PCIe x8
Kingston SSDNow KC300,,180.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP900,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier SP610,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3500,130.99,800.0,0.164,SSD,,2.5,SATA 6.0 Gb/s
Transcend MTS400,80.95,128.0,0.632,SSD,,M.2-2242,M.2 SATA
Transcend MTS400,,64.0,,SSD,,M.2-2242,M.2 SATA
