name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Yamaha RH2C,,Circumaural,"[25, 15]",False,False,Semi-open,Black
Creative Labs Aurvana Live!,,Circumaural,"[10, 30]",False,False,Closed,Black
Gear Head HS2750S,,Circumaural,,False,False,Closed,Black / Silver
Gear Head HQ4750BLU,,Supra-aural,,False,False,Closed,Black / Blue
Gear Head HQ4750RED,,Supra-aural,,False,False,Closed,Black / Red
Gear Head HQ4750GRN,,Supra-aural,,False,False,Closed,Black / Green
Gear Head HQ4750BCM,,Supra-aural,,False,False,Closed,Black / Gray
Gear Head AU1200M,21.99,Supra-aural,,True,False,Closed,Black
Gear Head BT9850M,,Supra-aural,,True,True,Closed,Black / Silver
Gear Head HQ4750BCM,,Supra-aural,,False,False,Closed,Black / Gray
Gear Head HQ4750BLU,,Supra-aural,,False,False,Closed,Black / Blue
Gear Head HQ4750GRN,,Supra-aural,,False,False,Closed,Black / Green
Gear Head HQ4750RED,,Supra-aural,,False,False,Closed,Black / Red
Gear Head HS2750S,,Supra-aural,,False,False,Closed,Black / Gray
AZIO GH808,,Circumaural,,True,False,Closed,Black / Red
Cobra HS707,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Cobra HS707,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Imation St550,,Circumaural,"[20, 20]",False,False,Closed,Black / Silver
Imation EB50-PNK,9.75,In Ear,"[20, 20]",False,False,Closed,Pink / White
Imation EB50,,In Ear,"[20, 20]",False,False,Closed,Pink / White
Imation 99154,,In Ear,,False,False,Closed,Black
Lenovo P950,,Circumaural,"[125, 20]",True,False,Closed,Black
Microsoft L2 LifeChat LX-2000,,Supra-aural,,True,False,Closed,Black
Microsoft LifeChat LX-4000,,Supra-aural,"[75, 20]",True,False,Closed,Black / Silver
Microsoft L2 LifeChat LX-3000,,Circumaural,,True,False,Closed,Black / Silver
Panasonic 777780526821,,Supra-aural,,True,False,Closed,Black
Panasonic KX-TCA400,,Supra-aural,,True,False,Closed,Black
Panasonic RP-HC200-W,,Circumaural,,True,False,Closed,Black / White
Panasonic RP-HJE190-A,,In Ear,"[6, 24]",False,False,Closed,Black / Blue
Panasonic RP-HJE190-K,,In Ear,"[6, 24]",True,False,Closed,Black
Panasonic RP-HJE190-N,,In Ear,"[6, 24]",False,False,Closed,Black / Gold
Panasonic RP-HJE190-R,,In Ear,"[6, 24]",False,False,Closed,Black / Red
Panasonic RP-HJE190-S,,In Ear,"[6, 24]",False,False,Closed,Black / Silver
Panasonic RP-HJE190-V,,In Ear,"[6, 24]",False,False,Closed,Black / Purple
Panasonic RP-HV21-G,,Earbud,"[10, 25]",True,False,Closed,Green / White
Panasonic RP-HV21-P,,Earbud,"[10, 25]",False,False,Closed,Pink / White
Panasonic RP-HV21-W,,Earbud,"[10, 25]",True,False,Closed,White
Panasonic RP-HV21-v,,In Ear,"[10, 25]",False,False,Closed,White / Purple
Panasonic RP-HV41-D,,In Ear,"[10, 25]",False,False,Closed,Orange
Panasonic RP-HV41-G,,In Ear,"[10, 25]",False,False,Closed,Green
Panasonic RP-HV41-K,,In Ear,"[10, 25]",False,False,Closed,Black / Gray
Panasonic RP-HV41-P,,In Ear,"[10, 25]",False,False,Closed,Pink
Panasonic RP-HV41-PB,,In Ear,"[10, 25]",False,False,Closed,Red
Panasonic RP-HV41-V,,In Ear,"[10, 25]",False,False,Closed,Purple
Panasonic RP-HV41-W,,In Ear,"[10, 25]",False,False,Closed,White
Panasonic RP-HV41A,,In Ear,"[10, 25]",False,False,Closed,Blue
Panasonic RP-HX35-K,,Supra-aural,,False,False,Closed,Black / Silver
Panasonic RP-HX650-K,,Circumaural,"[10, 30]",False,False,Closed,Black
Philips SHE2105BK/28,,Earbud,"[12, 22]",False,False,Closed,Black
Philips SHE2105PK/28,,Earbud,"[12, 22]",False,False,Closed,Pink / White
Philips SHE2105WT/28,14.99,Earbud,"[12, 22]",False,False,Closed,White
Philips SHE3575BB/28,,In Ear,"[12, 23.5]",True,False,Closed,Blue
Philips SHE3590BK/10,,In Ear,"[12, 23.5]",True,False,Closed,Black / Silver
Philips SHE3590BL/10,,In Ear,"[12, 23.5]",True,False,Closed,Blue / White
Philips SHE3590GY/10,,In Ear,"[12, 23.5]",True,False,Closed,Gray / White
Philips SHE3590PP/10,,In Ear,"[12, 23.5]",True,False,Closed,White / Purple
Philips SHE3590WT/10,,In Ear,"[12, 23.5]",False,False,Closed,White
Shure SE315-CL,,In Ear,"[22, 18.5]",False,False,Closed,Transparent
Shure SE315-K,,In Ear,"[22, 18.5]",False,False,Closed,Black
Rosewill RH-189,,In Ear,"[10, 22]",False,False,Closed,Black / Silver
Rosewill RHM-556,,Circumaural,"[10, 25]",True,False,Closed,Black / Silver
Rosewill RHM-6308,,Circumaural,"[10, 25]",True,False,Closed,Black / Silver
Rosewill RHTS-11002,,In Ear,"[18, 24]",False,False,Closed,Black / Gold
Rosewill RHTS-11004,,Circumaural,"[20, 20]",False,False,Closed,Black / Silver
Rosewill RHTS-12002,,Circumaural,"[20, 20]",False,False,Closed,Black / Silver
Rosewill RHTS-12004,,In Ear,"[18, 20]",False,False,Closed,Brown / Black
Rosewill RHTS-12005,,Supra-aural,"[8, 21]",False,False,Closed,Black / Silver
Rosewill RHTS-12006,,In Ear,"[18, 24]",False,False,Closed,Brown / Black
Rosewill RHTS-12007,,In Ear,"[18, 20]",False,False,Closed,Black / Silver
Rosewill RHTS-12008,,In Ear,"[18, 20]",False,False,Closed,Black / Silver
Rosewill RHTS-8206,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Panasonic RP-DH1250-S,,Circumaural,"[5, 30]",False,False,Closed,Black / Silver
Panasonic RP-DJ1205-S,,Supra-aural,"[5, 30]",False,False,Closed,Black / Silver
Panasonic RP-DJS200-K,,Supra-aural,"[12, 25]",False,False,Closed,Black
Panasonic RP-DJS400-A,,Supra-aural,"[10, 27]",False,False,Closed,Black / Blue
Panasonic RP-DJS400-D,,Supra-aural,"[10, 27]",False,False,Closed,Orange / White
Panasonic RP-DJS400-G,,Supra-aural,"[10, 27]",False,False,Closed,Green / White
Panasonic RP-HC101-K,,Supra-aural,"[18, 24]",False,False,Closed,Black / Silver
Panasonic RP-HC200-G,,Circumaural,"[10, 24]",False,False,Closed,Black / Green
Panasonic RP-HC200-K,,Circumaural,,False,False,Closed,Black
Panasonic RP-HC56-K,,Earbud,"[10, 20]",False,False,Closed,Black / Silver
Panasonic RP-HJC120-W,,Earbud,"[20, 20]",False,False,Closed,White
Panasonic RP-HJE120-A,,Earbud,"[20, 20]",False,False,Closed,Blue / White
Panasonic RP-HJE120-D,,Earbud,"[20, 20]",False,False,Closed,Orange / White
Panasonic RP-HJE120-G,,Earbud,"[20, 20]",False,False,Closed,Green / White
Panasonic RP-HJE120-K,,Earbud,"[20, 20]",False,False,Closed,Black
Panasonic RP-HJE120-P,,Earbud,"[20, 20]",False,False,Closed,Pink / White
Panasonic RP-HJE120-S,,Earbud,"[20, 20]",False,False,Closed,Silver / White
Panasonic RP-HJE120-V,,Earbud,"[20, 20]",False,False,Closed,White / Purple
Panasonic RP-HJE140-A,,Earbud,"[6, 25]",False,False,Closed,Blue
Panasonic RP-HJE140-D,,Earbud,"[6, 25]",False,False,Closed,Orange / White
Panasonic RP-HJE140-G,,Earbud,"[6, 25]",False,False,Closed,Green
Panasonic RP-HJE140-K,,Earbud,"[6, 25]",False,False,Closed,Black
Panasonic RP-HJE140-R,,Earbud,"[6, 25]",False,False,Closed,Red
Panasonic RP-HJE280-D,,Earbud,"[6, 25]",False,False,Closed,Orange
Panasonic RP-HJE280-G,,Earbud,"[6, 25]",False,False,Closed,Green
Panasonic RP-HJE290-A,,In Ear,"[6, 24]",False,False,Closed,Green / Black
Panasonic RP-HJE290-K,,In Ear,"[6, 24]",False,False,Closed,Black
Panasonic RP-HJE290-P,,In Ear,"[6, 24]",False,False,Closed,Pink
Panasonic RP-HJE290-R,,In Ear,"[6, 24]",False,False,Closed,Red
Panasonic RP-HJE290-W,,In Ear,"[6, 24]",False,False,Closed,White
Panasonic RP-HJE355-A,,In Ear,"[6, 24]",False,False,Closed,Black / Silver
Panasonic RP-HJE355-K,,In Ear,"[6, 24]",False,False,Closed,Black
Panasonic RP-HJE355-R,,In Ear,"[6, 24]",False,False,Closed,Red
Panasonic RP-HJE355-W,,In Ear,"[6, 24]",False,False,Closed,White
Panasonic RP-HJE450-K,,In Ear,"[6, 26]",False,False,Closed,Black
Panasonic RP-HJE450-R,,Earbud,"[6, 26]",False,False,Closed,Black / Red
Panasonic RP-HJE450-W,,In Ear,"[6, 26]",False,False,Closed,White
Panasonic RP-HJE450-K,,In Ear,"[6, 26]",False,False,Closed,Black
Panasonic RP-HJE450P-R,,In Ear,"[6, 26]",False,False,Closed,Red / Black
Panasonic RP-HJE450P-W,,In Ear,"[6, 26]",False,False,Closed,White
Panasonic RP-HS220-A,,Earbud,"[10, 22]",False,False,Closed,Black / Blue
Panasonic RP-HS220-D,,Earbud,"[10, 22]",False,False,Closed,Black / Orange
Panasonic RP-HS220-G,,Earbud,"[10, 22]",False,False,Closed,Black / Green
Panasonic RP-HS220-K,,Earbud,"[10, 22]",False,False,Closed,Black
Panasonic RP-HS220-P,,Earbud,"[10, 22]",False,False,Closed,Black / Pink
Panasonic RP-HS220-R,,Earbud,"[10, 22]",False,False,Closed,Black / Red
Panasonic RP-HS220-S,,Earbud,"[10, 22]",False,False,Closed,Black / Silver
Panasonic RP-HS33-D,,Earbud,"[14, 24]",False,False,Closed,Black / Orange
Panasonic RP-HS33G,49.99,Earbud,"[14, 24]",False,False,Closed,Black / Green
Panasonic RP-HSC200-K,,Earbud,"[10, 22]",False,False,Closed,Black / Silver
Panasonic RP-HSC200-W,,Earbud,"[10, 22]",True,False,Closed,White / Silver
Panasonic RP-HT21,,Supra-aural,"[16, 22]",False,False,Closed,Black / Silver
Panasonic RP-HV096-K,16.87,Earbud,,False,False,Closed,Black
Panasonic RP-HV154-K,,Earbud,"[10, 25]",False,False,Closed,Black
Panasonic RP-HV21-A,,Earbud,"[10, 25]",False,False,Closed,Blue / White
Panasonic RP-HX35-V,,Supra-aural,"[10, 25]",False,False,Closed,Black / Purple
Panasonic RP-HX35-W,,Supra-aural,"[10, 25]",False,False,Closed,White
Panasonic RP-HX40-A,,Supra-aural,"[10, 25]",False,False,Closed,Blue / White
Panasonic RP-HX40-G,,Supra-aural,"[10, 25]",False,False,Closed,Green / White
Panasonic RP-HX40-PK,,Supra-aural,"[10, 25]",False,False,Closed,Pink / Black
Panasonic RP-HX40-PW,,Supra-aural,"[10, 25]",False,False,Closed,Pink / White
Panasonic RP-HX40-W,,Supra-aural,"[10, 25]",False,False,Closed,White
Panasonic RP-HXC40-K,19.98,Supra-aural,"[10, 25]",False,False,Closed,Black / Silver
Panasonic RP-HXD5C-K,,Supra-aural,"[8, 26]",False,False,Closed,Black / Red
Panasonic RP-HXD5C-W,,Supra-aural,"[8, 26]",False,False,Closed,White
Panasonic RPDJS200W,,Supra-aural,,False,False,Closed,White
Panasonic RPHV108W,,Earbud,,False,False,Closed,White
Pioneer HDJ500R,,Circumaural,,False,False,Closed,Black / Red
Pioneer SE-CL07-L,,In Ear,"[20, 20]",False,False,Closed,Black / Blue
Pioneer SE-CL07-P,,In Ear,"[20, 20]",False,False,Closed,Black / Pink
Pioneer SE-CL331-H,,In Ear,"[10, 20]",False,False,Closed,White
Pioneer SE-CL331-P,19.98,In Ear,"[10, 20]",False,False,Closed,Pink / White
Pioneer SE-CL331-Y,,In Ear,"[10, 20]",False,False,Closed,Black / Yellow
Pioneer SE-CLX40-K,,In Ear,"[10, 24]",False,False,Closed,Black / Silver
Pioneer SE-CS15V,,In Ear,,False,False,Open,Black
Pioneer SE-MJ591,,Supra-aural,"[5, 40]",False,False,Closed,Black / Silver
Pioneer SE-MJ721I-K,,Supra-aural,"[6, 28]",False,False,Closed,Black
Pioneer SE-MJ721I-R,,Supra-aural,"[6, 28]",False,False,Closed,Black / Red
Pioneer SE-NC21M,,Supra-aural,"[10, 22]",False,False,Closed,Black
Pyle Audio PIEHWD80LT,,In Ear,,False,False,Closed,Brown / Black
Pyle Audio PIEH10W,,In Ear,,False,False,Closed,White
Pyle Audio 068888904803,,In Ear,,False,False,Closed,Black / White
Pyle Audio PIEH40T,,In Ear,,False,False,Closed,Black / White
Pyle Audio PEBH25WT,,Earbud,,False,False,Closed,Black / White
Pyle Audio PHPDJ2,,Supra-aural,"[20, 22]",False,False,Closed,Black / Silver
Pyle Audio PHPNC45,,Circumaural,"[30, 20]",False,False,Closed,Black
Pyle Audio PIEH30W,,In Ear,"[20, 20]",False,False,Closed,Translucent Black
Pyle Audio PIEH40B,,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Pyle Audio PIEH40W,,In Ear,"[20, 20]",False,False,Closed,White
Pyle Audio PIEHIP20P,,In Ear,"[20, 20]",False,False,Closed,Pink
Pyle Audio PIEHWD80DK,,In Ear,"[20, 20]",False,False,Closed,Black / Red
Pyle Audio PIEHWD80LT,,In Ear,"[20, 20]",False,False,Closed,Brown / Black
Pyle Audio PWPE10B,,In Ear,"[20, 20]",False,False,Closed,Black
Pyle Audio PHPNC15,,Supra-aural,"[20, 20]",False,False,Closed,Black
Sennheiser PC230,,Supra-aural,"[18, 22]",True,False,Closed,Black
Sennheiser Momentum Pink,,Supra-aural,"[16, 22]",False,False,Closed,Pink
Sennheiser MOMENTUM - Green,,Supra-aural,"[16, 22]",False,False,Closed,Green
Sennheiser Momentum Ivory,,Supra-aural,"[16, 22]",False,False,Closed,White
Sennheiser Momentum Blue,,Supra-aural,"[16, 22]",False,False,Closed,Blue
Sennheiser PC21-II,,Supra-aural,,True,False,Closed,Black
Skullcandy S2SBDY-101,,In Ear,,False,False,Closed,Black / Blue
Skullcandy S2SBDY-134,,In Ear,,False,False,Closed,Black / Pink
Skullcandy S2SBDY-209,,In Ear,"[18, 20]",False,False,Closed,White / Purple
Skullcandy S2SBDY-210,,In Ear,"[18, 20]",True,False,Closed,White / Purple
Skullcandy S2SBDZ-036,,In Ear,"[20, 20]",False,False,Closed,Black / Green
Skullcandy S2SBDZ-134,,In Ear,,False,False,Closed,Black / Pink
Skullcandy S2SBFY-033,,In Ear,"[18, 20]",True,False,Closed,Black
Skullcandy S2SBFY-129,,In Ear,"[18, 20]",True,False,Closed,Black / Green
Skullcandy S2SBFY-130,,In Ear,"[18, 20]",True,False,Closed,Blue / White
Skullcandy S2TTDY-016,,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Skullcandy S2TTDY-033,,In Ear,"[20, 20]",True,False,Closed,Black
Skullcandy S2TTDY-206,,In Ear,"[20, 20]",True,False,Closed,Black / Red
Skullcandy S3FXDM-159,,Earbud,,True,False,Closed,Black / Blue
Skullcandy S3FXDM-160,,Earbud,,True,False,Closed,Black / Red
Skullcandy S4CHDM-082,,Earbud,,False,False,Closed,Purple
Skullcandy S5URDZ-074,30.74,Supra-aural,"[20, 20]",False,False,Closed,Black / White
Skullcandy S5URDZ-083,,Supra-aural,,False,False,Closed,Black / Yellow
Skullcandy S5URFZ-101,,Supra-aural,"[20, 20]",False,False,Closed,Black / Blue
Skullcandy S6AVFM-156,,Circumaural,,True,False,Closed,Black / Silver
Skullcandy S6AVFM-157,,Circumaural,,True,False,Closed,Brown
Skullcandy S6AVFM-158,214.66,Circumaural,,True,False,Closed,Black / White
Skullcandy S6AVFM-289,,Circumaural,,True,False,Closed,Black / Blue
Skullcandy S6HSDZ-058,,Circumaural,"[20, 20]",True,False,Closed,Multicolor
Skullcandy S6HSDZ-161,,Circumaural,"[20, 20]",True,False,Closed,Black
Skullcandy Hesh 2,,Circumaural,,False,False,Closed,Gray
Skullcandy Uprock Non Micd,,Supra-aural,,False,False,Closed,Black / Red
Skullcandy Uprock Non Micd,,Supra-aural,,False,False,Closed,Black / Red
Skullcandy PLYR 1,,Circumaural,,True,False,Closed,Black / White
Skullcandy SLYR,,Circumaural,,True,False,Closed,Black / Blue
Skullcandy SLYR,,Circumaural,,True,False,Closed,Black / White
Skullcandy SLYR,,Circumaural,,True,False,Closed,Black / Yellow
Koss HB79,,Supra-aural,"[30, 15]",False,True,Closed,Black
Koss KDE250,,Earbud,"[40, 20]",False,False,Closed,Black / Silver
Koss KEB30K,,In Ear,"[15, 20]",False,False,Closed,Black / Silver
Koss PLUG,45.46,In Ear,,False,False,Closed,Black / Silver
Koss QZ5,,Circumaural,"[40, 20]",False,False,Closed,Black / Silver
Koss QZ9922,,Circumaural,"[40, 20]",False,False,Closed,Black / Silver
Koss R/80,41.73,Circumaural,,False,False,Closed,Black
Koss QZ5,,Circumaural,"[40, 20]",False,False,Closed,Black / Red
Philips SHE3595BK/28,12.99,In Ear,,True,False,Closed,Black / Silver
Philips SHE3595BL/28,12.99,In Ear,,True,False,Closed,Blue / White
Philips SHE3595WT28,13.99,In Ear,,True,False,Closed,White
Philips SHH4506-28,,Earbud,,True,False,Closed,Black
Philips SHQ1200/28,16.98,Earbud,"[30, 20]",True,False,Closed,Orange
Philips SHQ3200/28,,In Ear,"[15, 22]",False,False,Closed,Orange
Philips SHQ3205/28,,In Ear,,False,False,Closed,Orange
Pyle Audio PHPMC2,,Circumaural,"[20, 22]",True,False,Closed,Black / White
Rude Gamewear RUDE-100,,Supra-aural,"[20, 20]",True,False,Closed,Black
Samsung 395859009169,,In Ear,,False,False,Closed,Black
Samsung EHS60ANNBE,,Earbud,,False,False,Closed,Black / Silver
Syba CL-AUD23029,,Supra-aural,,True,False,Closed,Black / White
Syba CL-AUD23030,,Supra-aural,,True,False,Closed,Black / Red
Syba CL-AUD23039,,Supra-aural,,True,False,Closed,Brown
Syba CL-AUD63074,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Syba CM-5008-U,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Syba U.F.O. 5.1,,Circumaural,"[20, 20]",True,False,Closed,Black / Yellow
Syba U.F.O. 5.1,,Circumaural,"[20, 22]",True,False,Closed,Black / Green
Syba OG-AUD63075,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Syba OG-AUD63076,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Syba OG-AUD63077,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Syba OG-AUD63078,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Zalman ZM-RS6F,,Circumaural,"[50, 20]",False,False,Closed,Black / Silver
Memorex 61991,,In Ear,,False,False,Closed,Brown
Memorex EB50-GRN,,In Ear,,False,False,Closed,Green / White
Memorex 98161,9.75,In Ear,"[20, 20]",False,False,Closed,Pink / White
Memorex 98162,,In Ear,"[20, 20]",False,False,Closed,Blue / White
Memorex EB300A,,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Memorex CB25,,In Ear,"[20, 20]",False,False,Closed,Pink / White
Memorex 98843,,In Ear,,False,False,Closed,Silver / Black
Philips 609585114050,,Earbud,,False,False,Closed,White
Philips SHE2640,,Earbud,,False,False,Closed,Black / Silver
Philips SHE2641/27,,Earbud,"[12, 22]",False,False,Closed,Black / Silver
Philips SHE2650/28,,Earbud,,False,False,Closed,Black
Philips SHE7000WT/28,5.99,In Ear,"[8, 23.5]",False,False,Closed,Pink / White
Philips SHE9550/28,,In Ear,"[6, 23.5]",False,False,Closed,Black / Yellow
Philips SHQ-5200,,Supra-aural,"[18, 21]",False,False,Closed,Black / Orange
Philips SHQ3200BK/28,,In Ear,,False,False,Closed,Black
Philips SHS3212,,Earbud,,False,False,Closed,Red / White
Philips SHS390/37,,Supra-aural,,False,False,Closed,Black / Silver
Philips SHS4700/28,,Supra-aural,"[12, 24]",False,False,Closed,Black / Silver
Philips SHS4843/28,,Earbud,"[12, 23.5]",False,False,Closed,Blue / White
Philips SJM2604,,Earbud,,False,False,Closed,White
RCA HP5041,21.86,Supra-aural,"[20, 20]",False,False,Semi-open,Red / White
RCA HP5042,17.17,Supra-aural,"[20, 20]",False,False,Semi-open,Black / Gray
RCA HP59MIC,,In Ear,,True,False,Closed,Black
RCA HP59WH,,In Ear,,False,False,Closed,White
RCA HP60A,,In Ear,,False,False,Closed,White
RCA RCAHP5042,17.17,Circumaural,,False,False,Semi-open,Black / Gray
RCA RCAHP5043,19.98,Circumaural,,False,False,Semi-open,Black / Silver
RCA RCAHP59MICWH,,In Ear,,False,False,Closed,White
RCA RCAHP60A,,In Ear,,False,False,Closed,White
Kensington 33084,,Circumaural,,False,False,Closed,Black / Blue
Gigabyte GP-H11,,In Ear,"[150, 20]",False,False,Closed,White
Hercules DJ-Adv G501,,Supra-aural,"[10, 25]",False,False,Closed,Black / Green
I/O Magic NE9782,,Supra-aural,,False,False,Closed,Black
Kensington 951010,,Supra-aural,,False,False,Closed,Black
Kensington K33084,,Supra-aural,,False,False,Closed,Black / Blue
Motorola Sf200,,In Ear,,False,False,Closed,Black / Red
Panasonic RP-HX40-K,,Supra-aural,"[10, 25]",False,False,Closed,Black / Silver
Pyle Audio PHPDJ1,,Circumaural,"[20, 22]",False,False,Closed,Black / Silver
Syba CL-AUD63028,,In Ear,,True,False,Closed,Black / Red
Syba CL-AUD63030,,In Ear,,True,False,Closed,Black / Blue
Syba CL-AUD63036,,Supra-aural,"[20, 20]",False,False,Closed,Black / Silver
Syba CL-AUD63037,,Supra-aural,"[20, 20]",False,False,Closed,Black / Silver
Syba OG-AUD23033,,Circumaural,"[20, 20]",False,False,Semi-open,Black / White
Syba OG-AUD23036,,Circumaural,"[20, 20]",True,False,Closed,Black
Syba OG-AUD23042,,Circumaural,"[20, 20]",True,False,Closed,Black
Syba OG-AUD23047,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Syba OG-AUD63038-2,,Circumaural,"[20, 20]",True,False,Closed,Black
Syba COBRA,,Circumaural,"[20, 20]",True,False,Closed,Black / White
Syba Oblanc U.F.O.,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Syba OG-AUD63059,,Circumaural,,True,False,Closed,Black / White
Syba OG-AUD63065,,Circumaural,,True,False,Closed,Black
Syba OG-AUD63067,,Circumaural,,True,False,Closed,Black / Silver
Syba OG-AUD63070,,Circumaural,"[20, 20]",True,False,Closed,Black / Yellow
Syba OG-AUD63072,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Audio-Technica ATH-T400,,Circumaural,"[15, 23]",False,False,Closed,Black
Audio-Technica ATH-CKM55BK,,In Ear,"[5, 24]",False,False,Closed,Black
Audio-Technica ATH-ES33BK,,Supra-aural,"[10, 25]",False,False,Closed,Black
Audio-Technica ATH-RE70BK,,Supra-aural,"[10, 24]",False,False,Semi-open,Black / Silver
Audio-Technica ATH-RE70WH,,Supra-aural,"[10, 24]",False,False,Semi-open,Black / Silver
Audio-Technica ATH-SJ11BK,,Supra-aural,"[15, 22]",False,False,Closed,Black / Silver
Audio-Technica ATH-PRO700MK2,,Circumaural,"[5, 35]",False,False,Closed,Black
Asus HS-W1,,Supra-aural,,True,True,Closed,Black
Imation 61825,,In Ear,"[20, 20]",False,False,Closed,Red / White
Imation MCB300,,In Ear,"[20, 20]",False,False,Closed,Blue / White
Panasonic RPHJE120R,,In Ear,"[20, 20]",False,False,Closed,Red / White
Pyle Audio PWPE10W,9.99,In Ear,"[20, 20]",False,False,Closed,Transparent
SIIG CE-EP0012-S1,,In Ear,"[10, 20]",False,False,Closed,Black / Silver
SIIG CE-EP0112-S1,,In Ear,"[10, 20]",False,False,Closed,Black / White
SIIG CE-EP0212-S1,,In Ear,"[10, 20]",False,False,Closed,Black / Silver
Shure SE425-V,,In Ear,"[20, 19]",False,False,Closed,Black / Silver
V7 HA100-2NP,,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Corsair Vengeance 1400,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Corsair Vengeance 1500 v2,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
